LS,UCT,UCT VC,MENTS,MENTS VC
2.0249570461710995,1.0019052332881184,0.0,1.6589825049810099,1.3100108839287117
1.8809277610108392,5.335006211317527,7.828046828425787,2.944414430678332,3.5716183742235543
1.8939429488168749,7.437702937626824,2.3394897083703494,1.4562770143769228,1.6777583726872471
2.0208129623180016,0.29492149366416065,2.0005469476542537,2.5780669670626875,8.587197016095491
2.116301215961237,1.8430581048007788,1.6084592190703937,4.314851654434394,4.015714385191398
1.845613365006549,4.529836414071417,3.015859155180225,1.3427565931371888,5.9526610771980195
2.025462135936304,1.0026636023075142,2.7991060159423657,3.307603364414616,6.423607136791471
2.16878144829455,0.8984066886234601,1.1497399600002254,5.03603199791738,3.623463133669926
1.9617444816670884,2.545792658053049,2.518884559613909,2.0,5.032208900438345
2.1432052970135675,1.981249386216298,8.615154529949123,4.162194166157187,4.0830274168831675
2.06929968122275,2.402654816644203,1.421479254485707,5.572648484157407,5.357524788503598
2.1179379574050055,1.6388919512015043,0.0,2.277990943777896,3.0850147613279066
1.9814395463766388,4.071954571434921,5.022272595686632,4.071048879592885,5.3256000931298395
2.056989528724947,0.5462981560978921,6.810982593019336,3.8251208987701446,1.383775022905521
2.213616079879551,5.342789025085615,8.538765011789653,1.540019577665051,3.3698672301769275
2.0397554435273806,3.3896885098662572,1.6131858776144696,1.7584172835654037,5.890958651890404
2.032216671786849,4.50241524263798,5.8899949561167055,2.0,5.099206483811079
2.105864094905956,4.96581868788555,3.8745918809604785,3.6529659809414845,3.0780489381788776
1.9572069745868972,1.3527216208777322,5.916703054448497,2.1054829061030773,4.559700924793066
2.0396486858878022,1.2848633833939846,1.2296301982653812,3.103429789960831,7.810610056467041
2.183301125011575,6.461326133938993,3.9619375586263157,2.785917454454264,3.093905183085477
2.028381253883209,2.7918569856059587,4.385951488512843,3.081270550018351,8.399081545855548
1.8987711566836638,1.4249897484870981,0.9812616657795381,5.198961808508242,3.3167036695094865
2.147048605035976,3.3634084128157617,1.664450687742491,2.9375895954576112,7.533871883985842
2.0283972633373724,2.8967889711430512,2.5412091647525,2.0,2.903384143207571
2.1067950750501145,1.8155675493677759,1.5995104623530114,8.310086500123951,3.350580221161218
2.078634235945991,8.994260728321496,4.028458667158912,3.97561761209381,9.440935809450668
1.9012049187234,8.356921974266687,12.262025250058656,4.885201588692844,5.309560597230796
2.0588432412229944,0.0,2.763624009264623,1.2674014444475503,2.3131951716459707
1.964841186138584,1.815708083682166,4.63208989050686,2.0682440850573283,2.7692056466141928
2.098965799778626,0.14995702925145515,3.7434606164418565,2.0,4.4465174448250515
2.162668975494328,5.410304059823805,5.578543778028646,2.71940351520351,8.80213055518292
1.82698641488638,3.3693047065249004,1.9709086149295967,2.491664845121715,3.140776339428431
1.9671322125663437,0.517302169816336,2.831372763064497,3.946951864645074,4.648609019492191
1.9921682724830856,3.5144046223931795,2.4506986574037484,3.1665884066093817,9.92829502753385
2.1136929484395495,8.388583913159685,6.486674895950358,1.2232839939527107,4.69754341874404
1.8423605628701476,0.0,0.4842288301354074,0.49298063240827794,7.902894082014459
2.2179949280354996,6.112994572933776,2.7786244405589517,4.572456032483769,3.7378356228232494
2.107389530342768,2.673916808216724,4.714637792116234,7.619420653552403,2.1710971498386655
1.8496454983081492,6.935525233576072,2.1846485643327647,2.605668087893134,2.6183084036105253
1.8719257568436596,6.065778355286323,4.344573951162673,5.438490732917462,3.8222850566527704
2.1074184352757137,1.158638242275213,1.596649617397894,5.283866978508215,10.071632792211485
1.9232489924427412,0.7348147134080314,7.93393510194154,6.925392589358616,3.402469681142307
1.8726253773534656,3.829098957458175,2.936278384302799,2.534155384524139,3.7206718798157574
1.943765314208607,3.2018582891671468,4.522160236544302,8.46216026253055,4.222374543936091
2.0173862673896577,0.3295984312202549,2.8629712464689554,2.6564282590996235,5.753170953940412
2.082107218668346,1.8828964497042229,4.684735184863511,4.687927008465136,3.8845871350479033
2.2698148432919707,6.058305084739363,6.6059394655157035,4.173590622850076,4.392949094030227
2.0971870881628094,2.681309717869306,2.8975028738403363,5.637579511859801,7.3778723941576985
2.000619003897546,4.144464243197914,2.1258129377389317,2.455770906628322,9.966583374831917
1.970938879994512,1.2986194437373246,1.2352947160353818,2.0,6.599081495204381
2.0448965007900535,0.77574850896114,5.213426358856271,6.001053335427223,4.444464525805044
1.7719927820756844,0.051690979046016494,7.348223624907366,7.166787962082932,2.8976360950476554
2.0362839653246803,1.4550808497127932,3.554707048894743,2.252498983894437,3.41912529679386
1.829770262717813,4.6108460709565815,3.280313458417501,2.0,3.096068226485876
2.068809352591575,5.809385848818053,6.7273712157159125,2.9865319115496707,3.8949074403336112
2.0347798903533123,4.784754144469902,2.4101712225126732,4.627505268594053,5.994515038402524
1.8808616690197084,1.867237898979024,2.788496569006954,2.584228487219832,4.231534781195709
2.0653642224565365,4.143525012018298,0.7456589824413733,4.534941778231071,4.403758933409341
1.9540754144104497,3.1253014019757703,8.99321015563131,1.529760649179563,8.50267165429658
2.1754651033818115,5.0424899721310155,5.867331809473805,0.0,2.433575148022813
